,Importers,Country,Product,Quantity,Year,Month,Unit,Values
1859,Saudi Arabia,Australia,080440,79140,2019,M01,Kilograms,0
1860,"Hong Kong, China",Australia,080440,353203,2019,M01,Kilograms,70
1861,Oman,Australia,080440,11812,2019,M01,Kilograms,0
1862,Singapore,Australia,080440,220706,2019,M01,Kilograms,407
1863,Bahrain,Australia,080440,11671,2019,M01,Kilograms,0
1864,Bangladesh,Australia,080440,14284,2019,M01,Kilograms,0
1865,Brunei Darussalam,Australia,080440,1146,2019,M01,Kilograms,9
1866,Canada,Australia,080440,34931,2019,M01,Kilograms,0
1867,Nauru,Australia,080440,0,2019,M01,Kilograms,0
1868,Malaysia,Australia,080440,0,2019,M01,Kilograms,403
1869,Japan,Australia,080440,0,2019,M01,Kilograms,5
1870,United Arab Emirates,Australia,080440,114565,2019,M02,Kilograms,0
1871,Lebanon,Australia,080440,124256,2019,M02,Kilograms,0
1872,Qatar,Australia,080440,19140,2019,M02,Kilograms,3
1873,Kuwait,Australia,080440,46289,2019,M02,Kilograms,5
1874,Saudi Arabia,Australia,080440,36066,2019,M02,Kilograms,0
1875,"Hong Kong, China",Australia,080440,41322,2019,M02,Kilograms,79
1876,Oman,Australia,080440,9417,2019,M02,Kilograms,0
1877,Singapore,Australia,080440,18579,2019,M02,Kilograms,338
1878,Bahrain,Australia,080440,2660,2019,M02,Kilograms,0
1879,Bangladesh,Australia,080440,0,2019,M02,Kilograms,3
1880,Brunei Darussalam,Australia,080440,432,2019,M02,Kilograms,7
1881,Canada,Australia,080440,490,2019,M02,Kilograms,0
1882,Nauru,Australia,080440,0,2019,M02,Kilograms,0
1883,Malaysia,Australia,080440,0,2019,M02,Kilograms,362
1884,Japan,Australia,080440,1938,2019,M02,Kilograms,0
1885,United Arab Emirates,Australia,080440,10738,2019,M03,Kilograms,0
1886,Lebanon,Australia,080440,71201,2019,M03,Kilograms,0
1887,Qatar,Australia,080440,14801,2019,M03,Kilograms,1
1888,Kuwait,Australia,080440,14612,2019,M03,Kilograms,0
1889,Saudi Arabia,Australia,080440,15835,2019,M03,Kilograms,0
1890,"Hong Kong, China",Australia,080440,14440,2019,M03,Kilograms,100
1891,Oman,Australia,080440,3395,2019,M03,Kilograms,0
1892,Singapore,Australia,080440,5250,2019,M03,Kilograms,257
1893,Bahrain,Australia,080440,464,2019,M03,Kilograms,0
1894,Bangladesh,Australia,080440,119,2019,M03,Kilograms,3
1895,Brunei Darussalam,Australia,080440,0,2019,M03,Kilograms,9
1896,Canada,Australia,080440,861,2019,M03,Kilograms,0
1897,Nauru,Australia,080440,0,2019,M03,Kilograms,0
1898,Malaysia,Australia,080440,0,2019,M03,Kilograms,431
1899,Japan,Australia,080440,0,2019,M03,Kilograms,5
1900,United Arab Emirates,Australia,080440,0,2019,M04,Kilograms,0
1901,Lebanon,Australia,080440,6850,2019,M04,Kilograms,0
1902,Qatar,Australia,080440,0,2019,M04,Kilograms,1
1903,Kuwait,Australia,080440,0,2019,M04,Kilograms,0
1904,Saudi Arabia,Australia,080440,0,2019,M04,Kilograms,0
1905,"Hong Kong, China",Australia,080440,0,2019,M04,Kilograms,137
1906,Oman,Australia,080440,0,2019,M04,Kilograms,0
1907,Singapore,Australia,080440,4061,2019,M04,Kilograms,429
1908,Bahrain,Australia,080440,0,2019,M04,Kilograms,0
1909,Bangladesh,Australia,080440,0,2019,M04,Kilograms,0
1910,Brunei Darussalam,Australia,080440,0,2019,M04,Kilograms,8
1911,Canada,Australia,080440,0,2019,M04,Kilograms,0
1912,Nauru,Australia,080440,0,2019,M04,Kilograms,0
1913,Malaysia,Australia,080440,0,2019,M04,Kilograms,334
1914,Japan,Australia,080440,0,2019,M04,Kilograms,0
1915,United Arab Emirates,Australia,080440,0,2019,M05,Kilograms,0
1916,Lebanon,Australia,080440,0,2019,M05,Kilograms,0
1917,Qatar,Australia,080440,0,2019,M05,Kilograms,1
1918,Kuwait,Australia,080440,0,2019,M05,Kilograms,4
1919,Saudi Arabia,Australia,080440,0,2019,M05,Kilograms,0
1920,"Hong Kong, China",Australia,080440,0,2019,M05,Kilograms,245
1921,Oman,Australia,080440,0,2019,M05,Kilograms,0
1922,Singapore,Australia,080440,3360,2019,M05,Kilograms,585
1923,Bahrain,Australia,080440,0,2019,M05,Kilograms,6
1924,Bangladesh,Australia,080440,0,2019,M05,Kilograms,0
1925,Brunei Darussalam,Australia,080440,0,2019,M05,Kilograms,8
1926,Canada,Australia,080440,0,2019,M05,Kilograms,0
1927,Nauru,Australia,080440,0,2019,M05,Kilograms,0
1928,Malaysia,Australia,080440,1434,2019,M05,Kilograms,994
1929,Japan,Australia,080440,0,2019,M05,Kilograms,0
1930,United Arab Emirates,Australia,080440,0,2019,M06,Kilograms,0
1931,Lebanon,Australia,080440,0,2019,M06,Kilograms,0
1932,Qatar,Australia,080440,0,2019,M06,Kilograms,3
1933,Kuwait,Australia,080440,0,2019,M06,Kilograms,36
1934,Saudi Arabia,Australia,080440,0,2019,M06,Kilograms,6
1935,"Hong Kong, China",Australia,080440,0,2019,M06,Kilograms,317
1936,Oman,Australia,080440,0,2019,M06,Kilograms,0
1937,Singapore,Australia,080440,0,2019,M06,Kilograms,540
1938,Bahrain,Australia,080440,0,2019,M06,Kilograms,1
1939,Bangladesh,Australia,080440,0,2019,M06,Kilograms,0
1940,Brunei Darussalam,Australia,080440,0,2019,M06,Kilograms,6
1941,Canada,Australia,080440,0,2019,M06,Kilograms,2
1942,Nauru,Australia,080440,0,2019,M06,Kilograms,0
1943,Malaysia,Australia,080440,0,2019,M06,Kilograms,687
1944,Japan,Australia,080440,0,2019,M06,Kilograms,0
1945,United Arab Emirates,Australia,080440,0,2019,M07,Kilograms,5
1946,Lebanon,Australia,080440,0,2019,M07,Kilograms,78
1947,Qatar,Australia,080440,0,2019,M07,Kilograms,6
1948,Kuwait,Australia,080440,0,2019,M07,Kilograms,0
1949,Saudi Arabia,Australia,080440,0,2019,M07,Kilograms,16
1950,"Hong Kong, China",Australia,080440,0,2019,M07,Kilograms,351
1951,Oman,Australia,080440,0,2019,M07,Kilograms,0
1952,Singapore,Australia,080440,0,2019,M07,Kilograms,539
1953,Bahrain,Australia,080440,0,2019,M07,Kilograms,0
1954,Bangladesh,Australia,080440,0,2019,M07,Kilograms,0
1955,Brunei Darussalam,Australia,080440,0,2019,M07,Kilograms,7
1956,Canada,Australia,080440,0,2019,M07,Kilograms,0
1957,Nauru,Australia,080440,0,2019,M07,Kilograms,0
1958,Malaysia,Australia,080440,0,2019,M07,Kilograms,715
1959,Japan,Australia,080440,0,2019,M07,Kilograms,0
1960,United Arab Emirates,Australia,080440,412,2019,M08,Kilograms,11
1961,Lebanon,Australia,080440,0,2019,M08,Kilograms,0
1962,Qatar,Australia,080440,3898,2019,M08,Kilograms,2
1963,Kuwait,Australia,080440,0,2019,M08,Kilograms,59
1964,Saudi Arabia,Australia,080440,0,2019,M08,Kilograms,29
1965,"Hong Kong, China",Australia,080440,0,2019,M08,Kilograms,357
1966,Oman,Australia,080440,0,2019,M08,Kilograms,0
1967,Singapore,Australia,080440,0,2019,M08,Kilograms,753
1968,Bahrain,Australia,080440,0,2019,M08,Kilograms,8
1969,Bangladesh,Australia,080440,0,2019,M08,Kilograms,0
1970,Brunei Darussalam,Australia,080440,0,2019,M08,Kilograms,9
1971,Canada,Australia,080440,0,2019,M08,Kilograms,0
1972,Nauru,Australia,080440,0,2019,M08,Kilograms,0
1973,Malaysia,Australia,080440,0,2019,M08,Kilograms,620
1974,Japan,Australia,080440,0,2019,M08,Kilograms,0
1975,United Arab Emirates,Australia,080440,14958,2019,M09,Kilograms,4
1976,Lebanon,Australia,080440,0,2019,M09,Kilograms,0
1977,Qatar,Australia,080440,10028,2019,M09,Kilograms,2
1978,Kuwait,Australia,080440,160,2019,M09,Kilograms,30
1979,Saudi Arabia,Australia,080440,0,2019,M09,Kilograms,10
1980,"Hong Kong, China",Australia,080440,223,2019,M09,Kilograms,379
1981,Oman,Australia,080440,0,2019,M09,Kilograms,7
1982,Singapore,Australia,080440,19785,2019,M09,Kilograms,749
1983,Bahrain,Australia,080440,0,2019,M09,Kilograms,15
1984,Bangladesh,Australia,080440,0,2019,M09,Kilograms,0
1985,Brunei Darussalam,Australia,080440,0,2019,M09,Kilograms,8
1986,Canada,Australia,080440,0,2019,M09,Kilograms,0
1987,Nauru,Australia,080440,0,2019,M09,Kilograms,1
1988,Malaysia,Australia,080440,0,2019,M09,Kilograms,578
1989,Japan,Australia,080440,0,2019,M09,Kilograms,32
1990,United Arab Emirates,Australia,080440,131443,2019,M10,Kilograms,3
1991,Lebanon,Australia,080440,0,2019,M10,Kilograms,0
1992,Qatar,Australia,080440,37973,2019,M10,Kilograms,5
1993,Kuwait,Australia,080440,12751,2019,M10,Kilograms,9
1994,Saudi Arabia,Australia,080440,53604,2019,M10,Kilograms,0
1995,"Hong Kong, China",Australia,080440,85405,2019,M10,Kilograms,331
1996,Oman,Australia,080440,14342,2019,M10,Kilograms,0
1997,Singapore,Australia,080440,136577,2019,M10,Kilograms,600
1998,Bahrain,Australia,080440,0,2019,M10,Kilograms,0
1999,Bangladesh,Australia,080440,0,2019,M10,Kilograms,0
2000,Brunei Darussalam,Australia,080440,614,2019,M10,Kilograms,10
2001,Canada,Australia,080440,34574,2019,M10,Kilograms,0
2002,Nauru,Australia,080440,0,2019,M10,Kilograms,1
2003,Malaysia,Australia,080440,5040,2019,M10,Kilograms,567
2004,Japan,Australia,080440,0,2019,M10,Kilograms,37
2005,United Arab Emirates,Australia,080440,187125,2019,M11,Kilograms,0
2006,Lebanon,Australia,080440,4235,2019,M11,Kilograms,0
2007,Qatar,Australia,080440,45155,2019,M11,Kilograms,1
2008,Kuwait,Australia,080440,56919,2019,M11,Kilograms,0
2009,Saudi Arabia,Australia,080440,103266,2019,M11,Kilograms,0
2010,"Hong Kong, China",Australia,080440,404875,2019,M11,Kilograms,222
2011,Oman,Australia,080440,13491,2019,M11,Kilograms,0
2012,Singapore,Australia,080440,418307,2019,M11,Kilograms,675
2013,Bahrain,Australia,080440,607,2019,M11,Kilograms,0
2014,Bangladesh,Australia,080440,0,2019,M11,Kilograms,0
2015,Brunei Darussalam,Australia,080440,2426,2019,M11,Kilograms,13
2016,Canada,Australia,080440,76012,2019,M11,Kilograms,0
2017,Nauru,Australia,080440,0,2019,M11,Kilograms,1
2018,Malaysia,Australia,080440,18054,2019,M11,Kilograms,456
2019,Japan,Australia,080440,3019,2019,M11,Kilograms,19
2020,United Arab Emirates,Australia,080440,214385,2019,M12,Kilograms,0
2021,Lebanon,Australia,080440,64568,2019,M12,Kilograms,0
2022,Qatar,Australia,080440,61595,2019,M12,Kilograms,1
2023,Kuwait,Australia,080440,79732,2019,M12,Kilograms,0
2024,Saudi Arabia,Australia,080440,120727,2019,M12,Kilograms,2
2025,"Hong Kong, China",Australia,080440,608138,2019,M12,Kilograms,266
2026,Oman,Australia,080440,12318,2019,M12,Kilograms,0
2027,Singapore,Australia,080440,705965,2019,M12,Kilograms,550
2028,Bahrain,Australia,080440,436,2019,M12,Kilograms,0
2029,Bangladesh,Australia,080440,4537,2019,M12,Kilograms,0
2030,Brunei Darussalam,Australia,080440,1068,2019,M12,Kilograms,13
2031,Canada,Australia,080440,81326,2019,M12,Kilograms,0
2032,Nauru,Australia,080440,3423,2019,M12,Kilograms,1
2033,Malaysia,Australia,080440,37524,2019,M12,Kilograms,532
2034,Japan,Australia,080440,8636,2019,M12,Kilograms,38
2035,United Arab Emirates,Australia,080440,313161,2020,M01,Kilograms,0
2036,Lebanon,Australia,080440,95040,2020,M01,Kilograms,0
2037,Qatar,Australia,080440,66746,2020,M01,Kilograms,1
2038,Kuwait,Australia,080440,81891,2020,M01,Kilograms,0
2039,Saudi Arabia,Australia,080440,80260,2020,M01,Kilograms,0
2040,"Hong Kong, China",Australia,080440,492423,2020,M01,Kilograms,145
2041,Oman,Australia,080440,8644,2020,M01,Kilograms,0
2042,Singapore,Australia,080440,266550,2020,M01,Kilograms,245
2043,Bahrain,Australia,080440,481,2020,M01,Kilograms,0
2044,Bangladesh,Australia,080440,13025,2020,M01,Kilograms,0
2045,Brunei Darussalam,Australia,080440,1298,2020,M01,Kilograms,9
2046,Canada,Australia,080440,74591,2020,M01,Kilograms,0
2047,Nauru,Australia,080440,0,2020,M01,Kilograms,1
2048,Malaysia,Australia,080440,0,2020,M01,Kilograms,355
2049,Japan,Australia,080440,1834,2020,M01,Kilograms,9
2050,United Arab Emirates,Australia,080440,180853,2020,M02,Kilograms,0
2051,Lebanon,Australia,080440,98891,2020,M02,Kilograms,0
2052,Qatar,Australia,080440,48345,2020,M02,Kilograms,2
2053,Kuwait,Australia,080440,88552,2020,M02,Kilograms,0
2054,Saudi Arabia,Australia,080440,66385,2020,M02,Kilograms,0
2055,"Hong Kong, China",Australia,080440,12374,2020,M02,Kilograms,150
2056,Oman,Australia,080440,13537,2020,M02,Kilograms,0
2057,Singapore,Australia,080440,81446,2020,M02,Kilograms,270
2058,Bahrain,Australia,080440,804,2020,M02,Kilograms,1
2059,Bangladesh,Australia,080440,0,2020,M02,Kilograms,0
2060,Brunei Darussalam,Australia,080440,734,2020,M02,Kilograms,11
2061,Canada,Australia,080440,7680,2020,M02,Kilograms,0
2062,Nauru,Australia,080440,0,2020,M02,Kilograms,1
2063,Malaysia,Australia,080440,0,2020,M02,Kilograms,335
2064,Japan,Australia,080440,1822,2020,M02,Kilograms,8
2065,United Arab Emirates,Australia,080440,52731,2020,M03,Kilograms,0
2066,Lebanon,Australia,080440,42510,2020,M03,Kilograms,0
2067,Qatar,Australia,080440,19089,2020,M03,Kilograms,0
2068,Kuwait,Australia,080440,16848,2020,M03,Kilograms,0
2069,Saudi Arabia,Australia,080440,8170,2020,M03,Kilograms,0
2070,"Hong Kong, China",Australia,080440,4237,2020,M03,Kilograms,135
2071,Oman,Australia,080440,2186,2020,M03,Kilograms,0
2072,Singapore,Australia,080440,1120,2020,M03,Kilograms,333
2073,Bahrain,Australia,080440,635,2020,M03,Kilograms,1
2074,Bangladesh,Australia,080440,0,2020,M03,Kilograms,0
2075,Brunei Darussalam,Australia,080440,0,2020,M03,Kilograms,11
2076,Canada,Australia,080440,0,2020,M03,Kilograms,0
2077,Nauru,Australia,080440,0,2020,M03,Kilograms,1
2078,Malaysia,Australia,080440,0,2020,M03,Kilograms,320
2079,Japan,Australia,080440,0,2020,M03,Kilograms,0
2080,Bahrain,Australia,080450,10530,2018,M08,Kilograms,0
2081,Canada,Australia,080450,0,2018,M08,Kilograms,0
2082,China,Australia,080450,107280,2018,M08,Kilograms,0
2083,"Hong Kong, China",Australia,080450,27216,2018,M08,Kilograms,0
2084,Japan,Australia,080450,145618,2018,M08,Kilograms,0
2085,Kuwait,Australia,080450,0,2018,M08,Kilograms,0
2086,Maldives,Australia,080450,0,2018,M08,Kilograms,0
2087,Oman,Australia,080450,0,2018,M08,Kilograms,0
2088,New Zealand,Australia,080450,372644,2018,M08,Kilograms,0
2089,Qatar,Australia,080450,800,2018,M08,Kilograms,0
2090,Saudi Arabia,Australia,080450,0,2018,M08,Kilograms,0
2091,Singapore,Australia,080450,94147,2018,M08,Kilograms,5
2092,United Arab Emirates,Australia,080450,106240,2018,M08,Kilograms,0
2093,United Kingdom,Australia,080450,124608,2018,M08,Kilograms,0
2094,United States of America,Australia,080450,602976,2018,M08,Kilograms,2
2095,Bahrain,Australia,080450,6318,2018,M09,Kilograms,0
2096,Canada,Australia,080450,0,2018,M09,Kilograms,41
2097,China,Australia,080450,231968,2018,M09,Kilograms,0
2098,"Hong Kong, China",Australia,080450,25569,2018,M09,Kilograms,23
2099,Japan,Australia,080450,0,2018,M09,Kilograms,0
2100,Kuwait,Australia,080450,21060,2018,M09,Kilograms,21
2101,Maldives,Australia,080450,0,2018,M09,Kilograms,0
2102,Oman,Australia,080450,45279,2018,M09,Kilograms,0
2103,New Zealand,Australia,080450,535485,2018,M09,Kilograms,19
2104,Qatar,Australia,080450,657,2018,M09,Kilograms,26
2105,Saudi Arabia,Australia,080450,1395,2018,M09,Kilograms,20
2106,Singapore,Australia,080450,83680,2018,M09,Kilograms,53
2107,United Arab Emirates,Australia,080450,220938,2018,M09,Kilograms,89
2108,United Kingdom,Australia,080450,124800,2018,M09,Kilograms,0
2109,United States of America,Australia,080450,351300,2018,M09,Kilograms,0
2110,Bahrain,Australia,080450,0,2018,M10,Kilograms,6
2111,Canada,Australia,080450,0,2018,M10,Kilograms,141
2112,China,Australia,080450,21200,2018,M10,Kilograms,9
2113,"Hong Kong, China",Australia,080450,0,2018,M10,Kilograms,661
2114,Japan,Australia,080450,0,2018,M10,Kilograms,0
2115,Kuwait,Australia,080450,0,2018,M10,Kilograms,78
2116,Maldives,Australia,080450,0,2018,M10,Kilograms,3
2117,Oman,Australia,080450,0,2018,M10,Kilograms,24
2118,New Zealand,Australia,080450,80555,2018,M10,Kilograms,388
2119,Qatar,Australia,080450,784,2018,M10,Kilograms,117
2120,Saudi Arabia,Australia,080450,0,2018,M10,Kilograms,184
2121,Singapore,Australia,080450,4384,2018,M10,Kilograms,948
2122,United Arab Emirates,Australia,080450,0,2018,M10,Kilograms,385
2123,United Kingdom,Australia,080450,0,2018,M10,Kilograms,0
2124,United States of America,Australia,080450,0,2018,M10,Kilograms,8
2125,Bahrain,Australia,080450,0,2018,M11,Kilograms,8
2126,Canada,Australia,080450,0,2018,M11,Kilograms,187
2127,China,Australia,080450,0,2018,M11,Kilograms,266
2128,"Hong Kong, China",Australia,080450,0,2018,M11,Kilograms,1764
2129,Japan,Australia,080450,0,2018,M11,Kilograms,27
2130,Kuwait,Australia,080450,0,2018,M11,Kilograms,141
2131,Maldives,Australia,080450,0,2018,M11,Kilograms,17
2132,Oman,Australia,080450,0,2018,M11,Kilograms,37
2133,New Zealand,Australia,080450,0,2018,M11,Kilograms,1201
2134,Qatar,Australia,080450,400,2018,M11,Kilograms,123
2135,Saudi Arabia,Australia,080450,0,2018,M11,Kilograms,130
2136,Singapore,Australia,080450,0,2018,M11,Kilograms,1534
2137,United Arab Emirates,Australia,080450,0,2018,M11,Kilograms,569
2138,United Kingdom,Australia,080450,0,2018,M11,Kilograms,1
2139,United States of America,Australia,080450,0,2018,M11,Kilograms,117
2140,Bahrain,Australia,080450,0,2018,M12,Kilograms,49
2141,Canada,Australia,080450,0,2018,M12,Kilograms,131
2142,China,Australia,080450,0,2018,M12,Kilograms,630
2143,"Hong Kong, China",Australia,080450,0,2018,M12,Kilograms,1584
2144,Japan,Australia,080450,0,2018,M12,Kilograms,122
2145,Kuwait,Australia,080450,0,2018,M12,Kilograms,185
2146,Maldives,Australia,080450,0,2018,M12,Kilograms,33
2147,Oman,Australia,080450,0,2018,M12,Kilograms,46
2148,New Zealand,Australia,080450,0,2018,M12,Kilograms,1030
2149,Qatar,Australia,080450,600,2018,M12,Kilograms,115
2150,Saudi Arabia,Australia,080450,0,2018,M12,Kilograms,308
2151,Singapore,Australia,080450,0,2018,M12,Kilograms,1639
2152,United Arab Emirates,Australia,080450,0,2018,M12,Kilograms,624
2153,United Kingdom,Australia,080450,0,2018,M12,Kilograms,0
2154,United States of America,Australia,080450,0,2018,M12,Kilograms,149
2155,Bahrain,Australia,080450,0,2019,M01,Kilograms,40
2156,Canada,Australia,080450,0,2019,M01,Kilograms,108
2157,China,Australia,080450,0,2019,M01,Kilograms,273
2158,"Hong Kong, China",Australia,080450,0,2019,M01,Kilograms,900
2159,Japan,Australia,080450,0,2019,M01,Kilograms,0
2160,Kuwait,Australia,080450,0,2019,M01,Kilograms,219
2161,Maldives,Australia,080450,0,2019,M01,Kilograms,20
2162,Oman,Australia,080450,0,2019,M01,Kilograms,34
2163,New Zealand,Australia,080450,0,2019,M01,Kilograms,316
2164,Qatar,Australia,080450,360,2019,M01,Kilograms,126
2165,Saudi Arabia,Australia,080450,0,2019,M01,Kilograms,213
2166,Singapore,Australia,080450,0,2019,M01,Kilograms,573
2167,United Arab Emirates,Australia,080450,0,2019,M01,Kilograms,621
2168,United Kingdom,Australia,080450,0,2019,M01,Kilograms,0
2169,United States of America,Australia,080450,0,2019,M01,Kilograms,25
2170,Bahrain,Australia,080450,0,2019,M02,Kilograms,7
2171,Canada,Australia,080450,0,2019,M02,Kilograms,2
2172,China,Australia,080450,0,2019,M02,Kilograms,0
2173,"Hong Kong, China",Australia,080450,0,2019,M02,Kilograms,127
2174,Japan,Australia,080450,0,2019,M02,Kilograms,22
2175,Kuwait,Australia,080450,0,2019,M02,Kilograms,158
2176,Maldives,Australia,080450,0,2019,M02,Kilograms,15
2177,Oman,Australia,080450,0,2019,M02,Kilograms,29
2178,New Zealand,Australia,080450,0,2019,M02,Kilograms,25
2179,Qatar,Australia,080450,0,2019,M02,Kilograms,54
2180,Saudi Arabia,Australia,080450,0,2019,M02,Kilograms,102
2181,Singapore,Australia,080450,0,2019,M02,Kilograms,58
2182,United Arab Emirates,Australia,080450,0,2019,M02,Kilograms,299
2183,United Kingdom,Australia,080450,0,2019,M02,Kilograms,0
2184,United States of America,Australia,080450,0,2019,M02,Kilograms,0
2185,Bahrain,Australia,080450,0,2019,M03,No Quantity,2
2186,Canada,Australia,080450,0,2019,M03,No Quantity,3
2187,China,Australia,080450,0,2019,M03,No Quantity,0
2188,"Hong Kong, China",Australia,080450,0,2019,M03,No Quantity,36
2189,Japan,Australia,080450,0,2019,M03,No Quantity,0
2190,Kuwait,Australia,080450,0,2019,M03,No Quantity,45
2191,Maldives,Australia,080450,0,2019,M03,No Quantity,8
2192,Oman,Australia,080450,0,2019,M03,No Quantity,10
2193,New Zealand,Australia,080450,0,2019,M03,No Quantity,0
2194,Qatar,Australia,080450,0,2019,M03,No Quantity,44
2195,Saudi Arabia,Australia,080450,0,2019,M03,No Quantity,49
2196,Singapore,Australia,080450,0,2019,M03,No Quantity,17
2197,United Arab Emirates,Australia,080450,0,2019,M03,No Quantity,37
2198,United Kingdom,Australia,080450,0,2019,M03,No Quantity,0
2199,United States of America,Australia,080450,0,2019,M03,No Quantity,0
2200,Bahrain,Australia,080450,0,2019,M04,Kilograms,0
2201,Canada,Australia,080450,0,2019,M04,Kilograms,0
2202,China,Australia,080450,0,2019,M04,Kilograms,0
2203,"Hong Kong, China",Australia,080450,0,2019,M04,Kilograms,0
2204,Japan,Australia,080450,0,2019,M04,Kilograms,0
2205,Kuwait,Australia,080450,0,2019,M04,Kilograms,0
2206,Maldives,Australia,080450,0,2019,M04,Kilograms,0
2207,Oman,Australia,080450,0,2019,M04,Kilograms,0
2208,New Zealand,Australia,080450,0,2019,M04,Kilograms,0
2209,Qatar,Australia,080450,0,2019,M04,Kilograms,0
2210,Saudi Arabia,Australia,080450,0,2019,M04,Kilograms,0
2211,Singapore,Australia,080450,0,2019,M04,Kilograms,9
2212,United Arab Emirates,Australia,080450,0,2019,M04,Kilograms,0
